mturk_id,ip,phrase,dimension,rating_value,time
A2J7L7S9GCPJ8V,"202.133.60.99, 172.16.9.238, 172.16.17.70",being idealistic is,activity,-1,3.827838898
A2J7L7S9GCPJ8V,"202.133.60.99, 172.16.9.238, 172.16.17.70",being sexy is,activity,2.1,4.090754509
A2J7L7S9GCPJ8V,"202.133.60.99, 172.16.9.238, 172.16.17.70",being charismatic is,activity,1,5.152060747
A2J7L7S9GCPJ8V,"202.133.60.99, 172.16.9.238, 172.16.17.70",being stern is,activity,1.1,5.643072605
A2J7L7S9GCPJ8V,"202.133.60.99, 172.16.9.238, 172.16.17.70",being ugly is,activity,-2.1,6.145804167
A2J7L7S9GCPJ8V,"202.133.60.99, 172.16.9.238, 172.16.17.70",being mellow is,activity,-2.9,12.03341293
A2J7L7S9GCPJ8V,"202.133.60.99, 172.16.9.238, 172.16.17.70",being bland is,activity,-1,17.25163317
A2J7L7S9GCPJ8V,"202.133.60.99, 172.16.9.238, 172.16.17.70",being unusual is,activity,-1.9,4.433811188
A2J7L7S9GCPJ8V,"202.133.60.99, 172.16.9.238, 172.16.17.70",being sweaty is,activity,-0.9,3.580283403
A2J7L7S9GCPJ8V,"202.133.60.99, 172.16.9.238, 172.16.17.70",being conscientious is,activity,1.1,5.033858776
A2J7L7S9GCPJ8V,"202.133.60.99, 172.16.9.238, 172.16.17.70",feeling resentful is,activity,1.9,6.009565353
A2J7L7S9GCPJ8V,"202.133.60.99, 172.16.9.238, 172.16.17.70",being vicious is,activity,2.9,3.859003067
A2J7L7S9GCPJ8V,"202.133.60.99, 172.16.9.238, 172.16.17.70",being needy is,activity,1.9,3.62156868
A2J7L7S9GCPJ8V,"202.133.60.99, 172.16.9.238, 172.16.17.70",being girly is,activity,3,3.503989697
A2J7L7S9GCPJ8V,"202.133.60.99, 172.16.9.238, 172.16.17.70",being funny is,activity,2,5.265853167
A2J7L7S9GCPJ8V,"202.133.60.99, 172.16.9.238, 172.16.17.70",being hateful is,activity,3,6.392427683
A2J7L7S9GCPJ8V,"202.133.60.99, 172.16.9.238, 172.16.17.70",being troublesome is,activity,2,3.297542334
A2J7L7S9GCPJ8V,"202.133.60.99, 172.16.9.238, 172.16.17.70",being whimsical is,activity,4.3,3.413824081
A2J7L7S9GCPJ8V,"202.133.60.99, 172.16.9.238, 172.16.17.70",being neurotic is,activity,2,3.346603155
A2J7L7S9GCPJ8V,"202.133.60.99, 172.16.9.238, 172.16.17.70",being homophobic is,activity,2.1,12.68542337
A2J7L7S9GCPJ8V,"202.133.60.99, 172.16.9.238, 172.16.17.70",being sleepy is,activity,2.1,0.4812934399
A2J7L7S9GCPJ8V,"202.133.60.99, 172.16.9.238, 172.16.17.70",being pious is,activity,-1,4.357588053
A2J7L7S9GCPJ8V,"202.133.60.99, 172.16.9.238, 172.16.17.70",being jaded is,activity,-3,14.50819683
A2J7L7S9GCPJ8V,"202.133.60.99, 172.16.9.238, 172.16.17.70",being brilliant is,activity,1.9,3.530157804
A2J7L7S9GCPJ8V,"202.133.60.99, 172.16.9.238, 172.16.17.70",feeling miserable is,activity,1,6.291910172
A2J7L7S9GCPJ8V,"202.133.60.99, 172.16.9.238, 172.16.17.70",being modest is,activity,-1,3.494539738
A2J7L7S9GCPJ8V,"202.133.60.99, 172.16.9.238, 172.16.17.70",being unethical is,activity,2,6.336283445
A2J7L7S9GCPJ8V,"202.133.60.99, 172.16.9.238, 172.16.17.70",being unruly is,activity,2,3.927411079
A2J7L7S9GCPJ8V,"202.133.60.99, 172.16.9.238, 172.16.17.70",being nerdy is,activity,-0.9,3.969933033
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being unruly is,potency,1,13.25931501
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being capable is,potency,2.8,7.135365486
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being warm is,potency,2,4.103708029
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being scornful is,potency,-1.9,3.373554707
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being accomplished is,potency,3.2,3.15624094
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being unreasonable is,potency,-2.3,2.995014668
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being artistic is,potency,2.4,2.275569916
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being phobic is,potency,-2.1,2.666840315
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being mysterious is,potency,2.4,2.094697952
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",feeling miserable is,potency,-1.9,3.411583424
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being bubbly is,potency,2.7,2.121670961
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being bossy is,potency,-1.2,2.655543089
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being good is,potency,2,2.463341236
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being scary is,potency,-1.6,2.647255421
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being heartless is,potency,-2.5,2.611212015
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being jolly is,potency,1.9,1.962931156
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being unethical is,potency,-2.1,2.185416222
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being uncertain is,potency,-1.5,2.338910818
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being fearless is,potency,-1.2,2.1092484
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being entertaining is,potency,3,2.794182539
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being brave is,potency,2.2,1.872612238
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being idealistic is,potency,1.1,3.634131193
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being nonchalant is,potency,0.5,5.129202366
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being pretentious is,potency,-1.8,3.05599761
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being sinister is,potency,-1.1,2.178987503
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being bouncy is,potency,2,2.38139081
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being effective is,potency,1.1,2.83626318
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being frantic is,potency,-1.7,3.04017067
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being enlightened is,potency,2.4,2.502342939
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being sweaty is,potency,-1.2,2.433705807
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being attentive is,evaluative,2.6,2.135990381
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being brave is,evaluative,2,2.194057941
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",feeling miserable is,evaluative,-2.1,2.543524265
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being goofy is,evaluative,2.8,2.306483984
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being stern is,evaluative,-1,4.674760818
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being classy is,evaluative,3,5.628083229
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being bland is,evaluative,-2.5,3.062988997
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being jolly is,evaluative,1.5,2.418475866
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being active is,evaluative,3.4,3.058368444
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being practical is,evaluative,3.2,2.19985795
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being masculine is,evaluative,-1,3.132023335
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being unreasonable is,evaluative,-1.9,4.115102053
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being arrogant is,evaluative,-2.2,2.824870825
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being stubborn is,evaluative,-1.1,2.53657341
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being neurotic is,evaluative,-3,2.453186989
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being heartless is,evaluative,-2.1,2.444026947
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being stuffy is,evaluative,-1.3,2.411698341
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being patriotic is,evaluative,1.6,2.413944483
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being sexy is,evaluative,2.7,2.186645985
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being charming is,evaluative,3.1,3.538805962
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being abnormal is,evaluative,-1.6,3.147989035
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being elitist is,evaluative,-0.7,3.846592426
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being admirable is,evaluative,1.9,2.646039248
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being open is,evaluative,2.7,1.965119362
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being slack is,evaluative,1,5.7072227
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being scornful is,evaluative,-1.1,2.194117546
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being unpleasant is,evaluative,-1.9,2.336442709
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being personable is,evaluative,2.5,2.439733028
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being brilliant is,evaluative,2,2.046469688
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",being innocent is,evaluative,1.2,2.319015026
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",a redneck is,potency,-2,2.535398245
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",a shaman is,potency,0.9,2.670620203
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",an intruder is,potency,-1.2,2.670684338
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",a chief is,potency,1,3.017614126
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",a painter is,potency,2.5,2.299933434
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",a pornstar is,potency,-0.9,2.417025328
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",a daredevil is,potency,1.1,2.084067345
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",a leftist is,potency,-1.2,2.694919348
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",a Christian is,potency,0.9,5.348674059
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",a genius is,potency,2.5,2.487220287
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",a mathematician is,potency,2.1,2.174055815
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",a hick is,potency,0.9,3.395573378
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",an actress is,potency,1.8,2.312711477
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",an addict is,potency,-1,2.333119154
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",a colonel is,potency,1.6,2.176438332
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",a heroine is,potency,2.2,4.968189478
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",a pianist is,potency,1.8,2.109715223
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",a savior is,potency,2.2,2.87749815
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",an employee is,potency,2.9,2.435035229
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",a preteen is,potency,1,2.622480154
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",a composer is,potency,2,2.635061264
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",a bailiff is,potency,1.2,2.448141098
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",a midwife is,potency,2,1.973173618
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",a bellhop is,potency,2.1,2.64250493
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",a blabbermouth is,potency,-1.4,2.602651834
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",a psychiatrist is,potency,2.1,2.00081706
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",a prince is,potency,2.2,1.766266584
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",a therapist is,potency,3,1.922979593
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",a star is,potency,2.1,1.766523361
A33VGSEJ44ORMF,"99.100.238.66, 172.16.2.220, 172.16.29.170",a junkie is,potency,-1.9,2.213209391
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a sergeant is,potency,2,8.807934761
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a delinquent is,potency,-3,7.871680975
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a reservist is,potency,-2,5.908935785
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a biker is,potency,0,5.196263313
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a killer is,potency,2,9.840490341
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a bailiff is,potency,-2,4.445881844
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a transsexual is,potency,-1,4.947931051
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a leftist is,potency,0,5.231268406
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a psychiatrist is,potency,2,3.968779564
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a shaman is,potency,1,7.125783205
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a dancer is,potency,0,6.031400681
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a guitarist is,potency,0,4.54051733
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a colonel is,potency,3,22.33677721
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a nazi is,potency,-4.3,3.810370684
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a vegetarian is,potency,0,6.237401009
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a genius is,potency,2,17.42209673
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a voyeur is,potency,-3,6.545863867
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a Jew is,potency,0,10.96029401
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a customer is,potency,0,18.83802176
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a diva is,potency,1,23.76244378
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a mathematician is,potency,1,4.742416382
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a prosecutor is,potency,3,6.8448174
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a murderer is,potency,1,3.307572126
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a braggart is,potency,-2,4.153518915
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a vegan is,potency,0,3.20796442
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a singer is,potency,0,13.02195501
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a chief is,potency,2,10.26906466
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a fascist is,potency,-4.3,2.797213793
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a poet is,potency,-1,3.028301001
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a painter is,potency,0,5.220901966
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a cyclist is,evaluative,0,3.005512714
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a chemist is,evaluative,1,2.835699081
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a kindergartener is,evaluative,3,11.85586047
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a reservist is,evaluative,0,8.239949465
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a dancer is,evaluative,0,5.183672905
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a hunter is,evaluative,-1,3.641352177
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a junkie is,evaluative,-4.3,2.070569992
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a therapist is,evaluative,2,4.172136068
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a dad is,evaluative,1,3.980190516
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a monarch is,evaluative,-3,3.466599941
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a mathematician is,evaluative,2,5.06432271
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a dunce is,evaluative,-3,3.943672657
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a buffoon is,evaluative,-3,4.681168318
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a princess is,evaluative,0,5.904040813
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a sergeant is,evaluative,0,5.446109772
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a preteen is,evaluative,0,4.188032389
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a surfer is,evaluative,0,4.166791677
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a nut is,evaluative,-1,5.689842463
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a malingerer is,evaluative,-2,9.310204744
AVFHRN0S32V2H,"107.185.191.76, 172.16.2.220, 172.16.17.70",a gymnast is,evaluative,0,3.181300402
