Concept,Concept_Frequency,E_mean,P_mean,A_mean,E_sd,P_sd,A_sd
a project manager is,101,1.240594054,1.921782176,1.681188105,1.124382332,0.884828115,1.024764631
a prosecuting attorney is,108,0.695370365,2.184259244,1.896296283,1.729479646,1.383356476,1.142216719
a prosecutor is,90,1.058888887,2.391111108,1.764444439,1.288400665,0.976538774,1.183340454
a prostitute is,95,-1.10947368,-1.311578941,1.688421042,1.871799323,1.725272916,1.408701154
a Protestant is,111,0.806306303,0.201818179,0.138181818,1.586836714,1.285343045,1.260332102
a prude is,105,-0.696153844,-0.775961532,-1.026666667,1.428484361,1.420139134,1.384826187
a psychiatric patient is,98,-0.363265309,-1.695918363,0.064285711,1.130494627,1.132729425,1.445023463
a psychiatrist is,100,1.552999992,1.537999994,-0.762,1.345884486,1.113351478,1.625229123
a psychoanalyst is,100,1.169999998,1.058999998,-0.536999998,1.282713343,1.189609476,1.476663926
a psychologist is,93,1.869892463,1.731182795,-0.379569893,1.284081883,1.102662636,1.507557707
a psychopath is,102,-3.188235294,0.652941185,1.020588228,1.296476122,2.257033264,1.986555707
a psychotic is,101,-2.556435644,-0.380198013,1.782999995,1.448614222,1.929871467,1.504206559
a public relations specialist is,102,0.890196073,1.438235296,1.714705858,1.333833129,1.355739116,1.445333695
a punk is,112,-1.223214279,-0.511607141,1.821428563,1.57147902,1.571121444,1.367342957
a pupil is,100,1.598999992,-0.513999994,0.321999996,1.313219106,1.502726129,1.447992682
a puritan is,98,0.489795916,-0.297959187,-0.620408154,1.795670039,1.267433447,1.455948268
a pusher is,111,-2.138181821,0.801801795,1.694545442,1.416545861,1.592937932,1.145380538
a quack is,105,-2.001904756,-0.676923069,1.212380951,1.58259651,1.690133024,1.478219767
a queer is,104,0.276470587,-0.33173077,0.236893202,1.592940894,1.178057019,1.089881289
a rabbi is,101,1.790098995,1.446534647,-0.195049509,1.391582179,1.335706875,1.56399336
a racist is,100,-3.375999995,-1.507999997,1.75899998,1.038658818,2.139889546,1.570632946
a racketeer is,95,-2.141052624,1.519999998,1.699999994,1.514012196,1.289944748,1.266424017
a radio and television announcer is,102,1.19215685,1.451960776,2.277450962,1.23108953,1.188203597,1.15714798
a railroad conductor is,93,1.845161267,1.231182795,1.41505376,1.314179854,1.429196982,1.510466828
a railroad engineer is,91,1.968131857,1.541758241,1.204444437,1.202024128,1.038274842,1.488450747
a rake is,101,0.701980196,-0.247524754,0.176237618,1.429613947,1.268668122,1.585190735
a rancher is,88,1.606818173,1.085227269,1.74431817,1.217477646,1.262595367,1.324990381
a rapist is,91,-3.898901105,0.848351651,1.945054944,0.246077904,2.65925481,1.850481237
a rat is,98,-1.684693881,-1.541836733,1.122448972,1.369502288,1.5192187,1.849688211
a real estate agent is,102,0.712745095,1.153921568,1.597058812,1.529749314,1.167520142,1.131323225
a receptionist is,102,1.353921561,-0.191176466,0.919607839,1.125111348,1.223459051,1.567936092
a redneck is,115,-0.627826091,-0.395652172,1.25652173,1.564717771,1.451278392,1.647386569
a referee is,96,1.289583321,2.169791667,1.893749985,1.244903636,1.053127655,1.253274653
a relation is,133,1.742857137,1.012781954,0.336363633,1.194195917,1.13246938,1.094139326
a relative is,100,1.742999988,0.493000001,0.484999999,1.557014426,1.202628013,1.257171345
a reporter is,103,0.928155333,1.532038831,2.131067956,1.279431349,1.134331758,1.011020561
a republican is,102,-0.785294117,0.9117647,0.779411759,1.809239048,1.206032196,1.620312769
a researcher is,96,2.247916647,1.078124998,-0.363541662,1.191547346,1.450386745,1.722429107
a reservist is,94,1.268817196,0.215957446,-0.272043011,1.393617314,1.334754877,1.703791515
a restaurant operator is,103,1.443689314,1.470873784,2.095145628,1.269372999,0.988624617,1.104480947
a retailer is,93,1.17311827,1.18709677,1.54946235,1.235713113,1.30560879,1.162701456
a retiree is,98,1.547959175,-0.384693877,-1.247959178,1.294495046,1.217429439,1.346720303
a ringleader is,89,0.079545456,2.44269663,2.010112346,1.597854817,0.961992214,1.170280169
a rival is,96,-0.81770833,1.215624998,1.229166664,1.649816238,1.170094742,1.281686113
a robber is,98,-3.115306112,0.730612241,0.831632658,0.899983057,1.667358435,1.874384954
a roofer is,95,1.413684205,0.743157894,1.804210522,1.254405894,1.336130698,1.151586856
a rookie cop is,103,0.432038831,0.12524272,0.942718439,1.642643344,1.430461215,1.320546662
a roommate is,101,0.783168314,0.202970298,0.67722772,1.36550864,1.065688081,1.217364462
a runaway is,103,-1.29320388,-1.757281544,1.074757276,1.272581297,1.381857373,1.702404204
a sadist is,99,-2.431313128,0.447474748,0.796969691,1.566853502,1.926154214,1.535395611
a safecracker is,93,-1.019354841,1.253763434,-0.563440859,1.657345843,1.478803792,1.916960053
a saint is,104,3.136538463,2.384615382,-0.297115387,0.988482976,1.188110129,1.719079494
a salesclerk is,104,1.074038453,-0.13076923,0.899999999,1.088420526,1.214082162,1.301455492
a salesperson is,98,0.240816325,0.543877548,1.989795912,1.274397916,1.241305127,1.146081603
a scapegoat is,96,-2.052083331,-2.466666656,-1.098958334,1.215598549,1.492907205,1.558372623
a scatterbrain is,101,-1.516831682,-1.521782173,0.82970296,1.159402367,1.102687982,1.888096629
a schizophrenic is,202,-1.026368157,-1.428855717,1.261386133,1.246976839,1.413563998,1.492899962
a scholar is,95,2.352631577,1.386315787,-0.511578947,1.102785852,1.416138778,1.776553137
a schoolgirl is,99,1.56060605,-1.206060602,1.460606056,1.245548651,1.328096545,1.581385221
a schoolmate is,101,0.940594055,-0.143564358,0.738613863,1.019429069,0.982793546,0.968810644
a scientific person is,98,2.228571415,1.705102035,0.584693877,1.227519496,1.054335421,1.675619716
a scientist is,103,2.316504843,2.003883485,0.758252423,1.347917575,1.263121118,1.853958368
a scoundrel is,91,-2.62087911,-0.02197802,1.059340653,1.048651676,1.482250698,1.39841004
a scrooge is,101,-2.341584158,0.068316836,-0.728712873,1.263350094,1.904727311,1.467333411
a secretary is,91,1.481318677,-0.161538463,0.896703292,1.14900073,1.358329788,1.510515035
a secular person is,96,0.904166665,0.486315788,0.253684216,1.394418693,1.04164462,1.181489374
a security guard is,95,1.636842095,1.358947368,0.142105263,1.322799466,1.222266353,1.54875234
a self employed worker is,98,2.007142851,1.303061224,1.411224487,1.242233604,1.648270193,1.378246507
a senator is,106,0.033018865,2.365094333,1.266981124,1.60271921,1.164477606,1.709509628
a senior citizen is,104,1.464423068,-0.78846154,-1.59423076,1.333578164,1.365334169,1.10654073
a servant is,97,0.264948449,-2.053608243,0.458762877,1.696260656,1.514448595,1.869310945
a server is,102,1.581372542,-0.008823532,1.770588231,1.452667765,1.625666833,1.201285468
a sewing machine operator is,95,1.341052627,-0.403157895,1.114736831,1.234046678,1.277002191,1.800116323
a sheet metal worker is,101,1.371287121,0.776237618,1.778217811,1.215099714,1.316293914,1.455445219
a sheriff is,103,1.694174748,2.621359216,1.722330084,1.520888868,1.065469661,1.221934494
a ship captain is,100,1.879999997,2.257999996,1.479999992,1.367737936,1.259884558,1.358028868
a ship engineer is,88,1.543181817,1.581818176,1.122988501,1.299318608,1.014101199,1.330999011
a shoe repairman is,101,1.595049497,0.099999996,0.379207918,1.276509004,1.293027145,1.244533388
a shop clerk is,102,1.026470584,-0.475490194,0.623529408,1.312463214,1.412142267,1.449422988
a shopkeeper is,104,1.110576918,0.607692308,1.004807686,1.347843888,1.156718855,1.352694519
a shoplifter is,94,-2.9574468,-0.368085104,0.32553191,1.038349538,1.727650697,2.042238705
a shopper is,102,0.880198017,0.537254901,1.305882349,1.329437459,1.189884881,1.169651168
a shrew is,91,-1.364835165,-1.039999991,0.629670324,1.444558647,1.52122067,1.819065351
a shrimp is,90,1.051111103,-2.456666656,-0.95777778,1.649940026,1.329192538,1.847316778
a shrink is,105,1.374285706,1.247619041,-0.76666666,1.460441743,1.2397344,1.365696954
a shut in is,93,-0.826086956,-2.198913041,-2.209677421,1.294270509,1.339139835,1.530633894
a shyster is,78,-2.242857144,0.049350648,0.921052624,1.481946498,1.711695317,1.868925943
a sibling is,95,2.133684201,0.687368423,1.136842097,1.405885087,1.316122779,1.261293876
a sidekick is,101,1.631683164,-0.012871282,0.836633657,1.244823736,1.409869726,1.250257793
a simpleton is,87,-0.80232558,-2.065517236,-1.675862065,1.426965247,1.056742206,1.283342791
a single parent is,98,0.87142857,0.511224489,1.666326517,1.57277088,1.664974694,1.276508104
a sinner is,98,-1.825510196,-0.554081628,0.6632653,1.488049385,1.759461511,1.300546101
a sissy is,102,-1.406862743,-2.397058818,-1.333333326,1.225008369,1.11643491,1.416754993
a sister in law is,97,0.615463914,0.238144328,0.393814431,1.176093476,0.772906214,0.909190846
a sister is,101,1.810891085,0.659405941,0.669306932,1.563387413,1.408628987,1.40162353
a skeptic is,192,0.535937493,0.269791666,0.119791666,1.44950258,1.266988827,1.432905712
a skilled worker is,115,2.80869564,1.862608693,1.260526306,0.910519929,1.021905762,1.206664261
a slave driver is,97,-3.402061854,1.869072162,2.205154624,1.084644671,2.2032344,1.549419993
a slave is,101,-1.87227723,-3.145544552,0.097029701,2.074083836,1.245032114,2.033984038
a sleuth is,99,1.057575747,1.026262623,-0.151515151,1.326887617,1.431467477,1.994500783
a slob is,94,-2.606382978,-1.780851056,-1.572340426,1.165988302,1.504421908,1.995123307
a slut is,100,-1.952999994,-0.855999994,1.73599999,1.893340539,2.040267356,1.499395155
a smart aleck is,105,-1.355238097,-0.208653844,2.025961518,1.471523342,1.573945046,1.118424267
a smoker is,92,-1.82747252,-1.172826084,-0.373626367,1.328329438,1.211855651,1.585898636
a snob is,100,-2.510999997,-0.217999993,0.608999995,1.118521302,1.848744042,1.544628679
a snoop is,100,-2.176999982,-0.664999992,-0.775,1.088493996,1.576812718,1.826813468
a snot is,98,-2.338775507,-1.293877547,0.921428573,1.121084955,1.586334449,1.706702979
a social worker is,91,2.173626358,1.283516487,0.795604398,1.233768853,1.446855877,1.428278848
a socialist is,111,0.067272724,0.175675676,0.552252247,1.818917361,1.57723672,1.308909803
a soldier is,94,1.788297867,1.763829782,2.175531908,1.591364889,1.536218723,1.278497619
a son in law is,106,1.208490558,0.344339622,0.288571427,1.263187038,0.955393727,0.958897026
a son is,101,1.789108902,0.866336636,1.432999989,1.524132601,1.496213705,1.291233442
a sophisticate is,93,1.268817199,1.306451607,0.134408601,1.252907787,1.092942419,1.341275716
a sophomore is,100,0.803999991,-0.608999998,0.789999993,1.264105861,1.190543116,1.282634591
a sorehead is,81,-2.139506164,-1.033333327,-0.057499998,1.19181364,1.639283375,1.725664423
a soul mate is,102,3.091176464,2.188235297,0.334313723,1.164669929,1.30863803,1.404976648
a specialist is,98,1.982653052,1.806122444,0.849999996,1.139906447,1.025129244,1.104466091
a spectator is,135,0.911851849,-0.798518512,-0.185185185,1.092378741,1.41584767,1.846154463
a speech language pathologist is,110,2.186238518,1.351818179,0.421100914,1.158500614,1.098851092,1.462498705
a speeder is,89,-1.634831462,0.435955052,2.650561791,1.114583203,1.24336851,1.077995152
a spoilsport is,97,-2.12371134,-0.58124999,0.923958322,1.325375196,1.66937192,1.724787982
a spook is,93,-1.341935479,0.120430108,0.380645152,1.285565561,1.620222672,1.705187608
a sports fan is,96,0.95208333,0.271875003,2.624999981,1.425923827,1.41001704,0.94712862
a spouse is,100,2.399999989,1.185999997,0.734999991,1.211226945,1.12123849,1.128275242
a spy is,91,-0.318681322,1.565934063,-0.851648355,1.496879121,1.396521054,1.975593458
a star is,98,1.778571412,2.26020408,1.081632641,1.466902891,1.592620854,1.894013723
a state trooper is,96,1.22708332,2.457291662,1.736458327,1.736086288,1.089832901,1.085514163
a statistician is,89,1.412359543,0.680898877,-0.583146071,1.177422084,1.140163104,1.449704971
a steel worker is,91,1.633333324,1.037362635,1.886666647,1.190316731,1.295689286,1.230255287
a stenographer is,103,1.247572808,0.060396039,0.282352938,1.104788559,1.137196475,1.566759392
a stepbrother is,106,1.010377352,0.325471695,0.43018868,1.219440081,0.816620362,0.978061235
a stepchild is,91,1.372527459,-0.443956043,0.693406589,1.379054896,1.136877676,1.080103095
a stepdaughter is,94,1.810752672,0.120212766,0.775268819,1.468322189,1.400965852,1.283732323
a stepfather is,103,1.028155336,0.76699029,0.309708737,1.273286425,1.153119242,0.961260869
a stepmother is,104,0.789423071,0.632692307,0.374038461,1.30420665,1.16581088,0.90618106
a stepparent is,93,1.249462358,0.584946235,0.421739129,1.37521726,1.309741613,1.213189975
a stepsister is,95,0.66105263,0.068421051,0.38210526,1.160822774,0.807973977,1.089698268
a stepson is,101,0.92475247,-0.239603957,0.54653465,1.169307991,1.147090158,1.018190972
a stockbroker is,101,0.352475243,1.573267327,2.011881184,1.529156237,1.239184499,1.250862671
a stockholder is,134,0.833582084,1.024626869,0.463432832,1.208549988,1.49109823,1.642734786
a store owner is,103,1.36893203,1.403883495,1.211650479,1.159616997,1.086631989,1.302508958
a storyteller is,88,2.099999996,1.309090892,0.767045457,1.102140033,1.175969759,1.52403891
a stranger is,102,-0.138235293,-0.09509804,-0.085294114,1.093096621,1.074767069,1.014488808
a street musician is,103,1.68252426,0.214563107,2.255339787,1.164796295,1.500680086,1.024094829
a street preacher is,100,0.564999995,0.135000002,1.984999991,1.677562859,1.448745535,1.301000001
a streetwalker is,96,-1.16041667,-1.392708326,1.144791661,1.438747938,1.322457424,1.360485186
a stripper is,89,-0.56966292,-0.093258427,1.910112351,1.557124713,1.564869851,1.306543401
a student is,99,2.097979788,0.152525256,0.716161618,1.23833164,1.568265865,1.262545778
a student teacher is,98,1.573469383,0.393877549,0.980612242,1.184221957,1.216875859,1.184144226
a subordinate is,94,0.709677415,-1.74787233,-0.387096771,1.148634773,1.069290655,1.387383037
a sucker is,107,-1.911214955,-2.371028023,-0.951401867,1.425331945,1.033496469,1.535944452
a superior is,105,0.92403846,2.482857135,1.3826923,1.351769442,1.034915191,1.19167356
a superordinate is,80,0.599999994,0.711392407,0.620512809,1.342206754,2.023578141,1.552991156
a superstar is,101,1.010891085,2.472277223,2.387128702,1.38049998,1.090240224,1.078393561
a supervisor is,204,1.036274504,1.993627447,1.375980385,1.084443434,1.032386202,1.173878879
a supporter is,104,2.260576915,1.521153841,1.444230757,1.17352827,1.247574192,1.196745328
a surgeon is,98,2.552040808,2.420408159,0.870408157,1.171678642,1.228103825,1.802072641
a survivor is,104,2.794230761,2.191346151,1.026923074,1.085815604,1.365391264,1.501147183
a suspect is,134,-1.267910446,-0.929104476,0.129104474,1.159764091,1.357065862,1.2459151
a sweetheart is,100,2.911999982,1.049,-0.087999997,0.964342039,1.524645674,1.238790543
a switchboard operator is,97,1.378350509,0.319587633,1.352577318,1.226294108,1.564224987,1.572954546
a systems engineer is,90,1.954444425,1.567777773,0.520000001,1.109627025,1.083671226,1.594738545
a tailor is,99,1.547474738,0.053535352,-0.090909087,1.217335945,1.237617282,1.556034401
a tax preparer is,104,1.247115377,1.18173076,-0.001923078,1.380653896,1.272392767,1.625165012
a taxi driver is,95,0.844210518,0.121052633,1.636842097,1.068376744,1.165268182,1.275551828
a taxpayer is,96,1.672631571,-0.74583333,-0.148421058,1.536051998,1.817164741,1.536912019
a teacher is,102,2.6245098,1.822549017,1.297058816,1.40919444,1.49725206,1.457887779
a team leader is,100,1.704999989,2.039999999,1.775999994,1.136748412,0.937329112,1.00001212
a team member is,101,1.676237613,0.655445545,1.002970292,1.215906945,1.230160577,1.011281898
a teammate is,103,2.080582515,1.111650487,1.18640776,1.368630221,1.206623951,1.159111257
a tease is,113,-0.911504423,0.430088497,0.901769906,1.429207582,1.378073509,1.174352572
a technician is,101,1.701980189,0.862376235,0.50495049,1.255227479,1.215388951,1.314030148
a teenager is,91,0.372222218,-0.919780215,2.143956033,1.280978192,1.304540759,1.325745804
a teetotaler is,72,0.579710139,0.121126759,-0.535714281,1.559560607,1.319298031,1.289875359
a telemarketer is,104,-1.692307686,-1.078846148,2.073076909,1.323403397,1.52949468,1.157519172
a telephone installer is,105,1.381730761,0.28846154,0.77619047,1.180156677,1.10051247,1.349467395
a telephone operator is,98,0.970408158,0.187755099,1.413265297,1.128104798,1.164621551,1.365528309
a televangelist is,90,-1.494444438,1.14111111,2.586666666,1.964422948,1.657051296,1.169384751
a temporary worker is,115,0.925438592,-1.510526308,0.326315786,1.277983154,1.311310113,1.205228481
a tenant is,99,0.948484839,-0.668686869,-0.035714286,1.201050851,1.170613515,0.925497908
a terrorist is,92,-3.715217392,1.110869563,1.998913037,0.58515233,2.19977304,1.644203575
a textile worker is,100,1.230999999,-0.320999999,1.113999991,1.166770125,1.452013225,1.486030561
a thief is,88,-3.171590916,0.246590909,0.082954542,0.793645586,1.698677563,1.923850401
a thug is,97,-2.925773192,0.840206188,2.056701022,1.068807591,2.110226084,1.206743828
a ticket taker is,93,0.965591394,-0.676344082,0.150537631,1.374337358,1.490433091,1.668611996
a toddler is,104,2.011538456,-2.055769213,2.598076917,1.584469994,1.62635018,1.164772641
a tomboy is,106,0.86415094,0.749999996,1.515094331,1.18121718,0.982247174,1.104776848
a tool and die maker is,90,1.453333322,0.769999999,1.384444434,1.280817849,1.252902243,1.354220289
a topless dancer is,108,-0.116666672,-0.137037036,1.976851835,1.713361457,1.822988845,1.210978316
a tot is,89,1.691011223,-1.731460663,2.017977513,1.536276512,1.63001641,1.43483937
a tourist is,93,1.249462357,-0.327956984,1.467741925,1.322598204,1.423892823,1.229277022
a trainee is,100,1.061999988,-1.572999994,-0.163000002,1.161658502,1.39955656,1.571054774
a trainer is,100,1.692999988,1.671999992,2.19499998,1.032135665,0.929655083,1.000239859
a traitor is,100,-3.063000008,0.171717169,0.456999996,1.133748146,2.255245139,1.746179375
a tramp is,104,-1.59711538,-1.407692303,0.664077662,1.296556808,1.35673024,1.55682269
a transportation ticket agent is,105,0.964761902,0.402857143,0.255238095,1.35518809,1.236422966,1.531212486
a travel agent is,100,1.171999992,0.515,1.184999999,1.218218596,1.112316262,1.262223069
a traveler is,91,1.578888879,0.553846151,1.383516481,1.219734205,1.309987926,1.341579807
a trespasser is,104,-2.50384614,0.16153846,0.514423082,1.117462724,1.59880463,1.765440517
a troublemaker is,104,-2.61923076,0.018269237,2.132692293,0.947052336,1.678751515,1.221207602
a truant is,94,-1.541489352,-0.69361702,-0.008510643,1.29111184,1.434356361,1.663501908
a truck driver is,95,0.987368418,0.846315785,0.814736842,1.251232761,1.37390657,1.563205134
a truelove is,101,3.113861383,2.568316832,0.327722773,1.053283419,1.326946176,1.623522015
a Turk is,104,1.099999998,0.269902914,0.247572807,1.434390368,1.62334893,1.387114694
a tutor is,96,2.654166657,1.608333326,0.673958328,1.142381328,1.130315897,1.547986446
a tv repairman is,103,1.482524266,0.468932039,0.653398053,1.050063223,1.246959366,1.292346655
a typist is,103,1.30873786,-0.111764704,1.335922324,1.264299136,1.150832163,1.746865779
a union member is,100,0.890999998,0.473000006,0.956999998,1.489633871,1.451773898,1.299203721
a university student is,102,1.592156851,0.127450984,1.608823512,1.15721466,1.494024859,1.247580059
a vagrant is,94,-1.146808507,-1.596808506,-0.144680856,1.237991969,1.627152146,1.556368596
a vampire is,100,-2.302999993,2.127,0.681999986,1.051065359,1.240141321,1.954863382
a vandal is,94,-2.855319151,0.203191495,1.769148929,1.051022751,1.793983497,1.404219953
a veterinarian is,98,2.644897943,1.757142849,1.22040816,1.089890046,1.035951675,1.297655232
a victim is,104,-0.830769232,-2.769230751,-1.299999995,1.788315742,1.261304384,1.319384968
a vigilante is,99,-0.773737374,1.384848477,1.727272712,1.683993423,1.276184009,1.282202988
a villain is,91,-3.286813184,1.75934065,1.596703292,0.860259498,1.567515935,1.457505521
a vip is,89,1.265168532,2.346590901,1.332954538,1.311149831,1.486718895,1.176564404
a virgin is,96,1.177083334,0.389583333,-1.168749999,1.64390287,1.717126063,1.251635773
a visitor is,113,1.062831856,-0.16460177,0.124778761,1.107780492,1.121854357,1.084841243
a voter is,98,2.386734692,1.118367345,0.346938772,1.203828756,1.570169522,1.55895842
a wage earner is,101,2.330693054,1.27524752,1.30399999,1.105417803,1.471081633,1.35273161
a waiter is,136,1.414705878,-0.197794116,1.886029403,1.209133719,1.350416503,1.098967377
a waitress is,135,1.617777769,-0.256296294,1.920740728,1.135049907,1.415669621,1.245415244
a wallflower is,96,0.120833333,-1.718749993,-1.98541667,1.29865652,1.491330211,1.56803458
a ward of the state is,90,-0.414606745,-1.442222217,-0.371111109,1.507070501,2.095258299,1.353168924
a warden is,103,0.997087375,2.398058256,0.908737852,1.324464837,1.154698891,1.429939435
a watchman is,97,1.738541657,1.091666663,-0.374226804,1.299503531,1.183986719,1.702894484
a weakling is,102,-1.532352941,-2.981372542,-2.036274506,1.405023641,1.204589451,1.314563451
a web developer is,104,1.563461531,1.171153843,0.079807691,1.221018009,1.185320656,1.551659277
a weirdo is,100,-0.639999996,-0.598000001,0.235999999,1.714053603,1.440046291,1.465669078
a welder is,101,1.491089099,1.067326731,1.432673262,1.170222111,1.194580168,1.357726689
a welfare recipient is,105,-0.506666668,-1.94190476,-1.030476183,1.320639896,1.228568659,1.268488181
a white collar worker is,89,1.195505612,0.793258427,0.626966293,1.124106721,1.327660082,1.313285612
a white man is,97,0.643298974,1.014432984,0.557291666,1.361900274,1.139169067,1.016779723
a white supremacist is,102,-3.393069308,-0.425490197,1.53267325,1.10492149,2.207623438,1.568063062
a white woman is,102,1.167326731,0.384313725,0.596039605,1.404429345,1.151816909,1.046892621
a wholesaler is,98,1.212244893,1.095918362,1.244897954,1.228129518,1.21900063,1.162659796
a whore is,92,-1.794565214,-1.273913037,1.677173907,1.636222135,1.825332691,1.490932535
a widow is,101,-0.000990095,-1.047524747,-1.261386133,1.411488215,1.162978415,1.182283411
a widower is,91,-0.298901101,-1.017582412,-1.043956041,1.324763665,1.221528489,1.30471016
a wife abuser is,105,-3.702857147,0.364761913,2.405714275,0.862181623,2.469116195,1.456538873
a wife is,105,2.415384611,1.228846152,1.028571427,1.376062294,1.62825018,1.318121789
a windbag is,83,-1.27439024,-0.61829268,1.819753081,1.618550715,1.723198853,1.48116675
a winner is,100,2.649000005,2.349999996,1.999999994,1.057679472,1.205165646,1.297705816
a witch is,103,-1.700970875,1.642718449,1.088349508,1.645343703,1.422825269,1.549338941
a witness is,98,1.462244889,1.186734694,-0.3622449,1.177934172,1.446192132,1.334438006
a woman is,91,1.764444442,0.608791209,0.71888888,1.365737334,1.466261176,1.125485595
a womanizer is,102,-2.593137244,0.15882353,1.754901952,1.402985489,2.138906576,1.352052159
a worker is,104,1.999038458,0.364423077,1.42499999,1.235124713,1.57498147,1.246178615
a writer is,92,1.741304337,1.297826089,-0.215217395,1.148257363,1.221508547,1.661915658
a youngster is,96,1.358333328,-1.422916671,2.310416661,1.483145069,1.4132813,1.255931543
a zombie is,99,-3.012121217,0.393939389,-0.751515148,1.303000674,1.995649258,2.144540466
an abortionist is,91,-0.424444441,1.062637357,0.453333336,2.138849376,1.707672117,1.35656538
an academic is,98,2.070408163,1.139795919,-0.311224491,1.299342355,1.501733694,1.769552483
an accomplice is,94,-0.4212766,0.15425532,0.654255314,1.727442772,1.563815636,1.458874573
an accountant is,134,1.308208956,0.779104475,-0.170895524,1.265686448,1.275452121,1.600978295
an accounting clerk is,97,1.183505151,0.071134022,-0.505154638,1.300214755,1.591773034,1.573899806
an accused is,99,-1.38787879,-1.464646459,0.096969696,1.259273582,1.372418772,1.432883098
an acquaintance is,115,1.259130424,0.018260871,-0.070175438,1.056383729,0.920676967,0.925348987
an actor is,103,1.064077661,1.325242715,1.738834948,1.192941189,1.27853458,1.299942159
an addict is,104,-2.21057692,-2.392307679,0.125961536,1.43370782,1.330792326,1.990608778
an administrator is,99,1.170707066,1.825252517,0.895959587,1.110180395,1.28049284,1.385119097
an adolescent is,105,0.986666659,-1.092380943,2.247619036,1.410405463,1.518773237,0.978233813
an adopted child is,98,1.470408154,-0.564285711,0.25918367,1.364740759,1.476080764,1.179012056
an adopted daughter is,104,2.10384615,0.20480769,0.483653844,1.413864987,1.418763293,1.12931894
an adopted son is,93,2.016129028,0.32365592,0.945161288,1.369091283,1.474227718,1.033726489
an adult is,98,0.810204079,1.143877544,0.470408162,1.132872434,1.122595138,1.107258999
an adulterer is,101,-2.907920791,-0.513861385,0.734653461,1.120775016,1.719652852,1.489190091
an adulteress is,89,-2.316853936,0.470786518,0.960674154,1.398313592,1.714589948,1.57311344
an advertising copy writer is,90,0.91,0.683333334,0.635555552,1.333917943,1.328448444,1.4960856
an advertising executive is,96,0.378124998,2.00833333,1.967708328,1.545465564,1.067970696,1.089615559
an adviser is,97,1.618556686,1.637113394,0.881443297,1.176446788,0.935783934,1.349793955
an agnostic is,131,0.480916029,-0.102290074,-0.170229009,1.686649589,1.416901584,1.197991562
an aide is,100,2.189999985,0.762999998,0.798999999,1.090222844,1.359935756,1.351579324
an Air Force enlistee is,104,1.65576922,0.856730767,1.520192295,1.482770095,1.578912265,1.097338325
an Air Force officer is,100,1.921,2.150999995,1.791999991,1.603424052,1.247502152,1.269826995
an Air Force reservist is,87,1.754022982,1.337931032,1.019767444,1.228802079,1.073273771,1.382990772
an airline pilot is,206,1.960194162,2.037864069,0.943203873,1.221421782,1.154344198,1.559276688
an alcoholic is,114,-2.494736839,-2.223684195,0.35964912,1.200946688,1.464041113,1.808422725
an ally is,97,2.66082473,1.724742266,0.688659789,1.152041369,1.276390651,1.168231954
an alumnus is,99,1.503030297,0.971717172,0.405050504,1.257342071,1.094983034,1.148679245
an amateur is,100,0.226999997,-0.960000001,0.307070704,1.109814339,1.131460123,1.176578608
an ambassador is,107,1.741121486,2.173831772,1.000934576,1.249600174,1.130397864,1.502419134
an ambassador is 1,106,1.73867923,2.111320748,1.038679237,1.247440854,1.222824269,1.58002837
an American is,104,1.331730764,1.167307696,1.499038457,1.531752241,1.491558273,1.459185515
an analyst is,98,1.312244889,0.941836732,-0.064285713,1.058034086,1.158645088,1.668523012
an anesthetist is,87,1.531764696,1.31149425,-0.392941181,1.315766265,1.555517204,1.595439041
an angel is,103,3.118627446,2.405882341,-0.781553397,1.278050069,1.670881872,1.918064154
an anti Semite is,107,-3.008490566,-0.802830184,1.010280371,1.316497366,1.812888119,1.447570146
an applicant is,90,1.246067412,-0.95555555,0.287777772,1.081671282,1.190327219,1.304773231
an apprentice is,102,1.736274496,-0.463725486,0.462745096,1.061363697,1.394102787,1.202383898
an Arab is,102,0.560784305,0.117821785,0.145098037,1.207989637,0.90193082,1.0477347
an architect is,102,1.978431359,1.594117643,0.199999994,1.154982955,1.113803892,1.585328761
an army chaplain is,88,2.110227266,1.14431818,-0.290909088,1.435353278,1.529244272,1.726043663
an Army enlistee is,101,1.32673267,0.213861392,1.658415821,1.56281099,1.766750104,1.245573539
an army general is,104,1.427884612,3.016346151,2.422115383,1.633238291,0.914087234,1.117639395
an Army officer is,93,1.650537618,2.19569892,1.884946227,1.720504447,1.34090446,1.437309245
an Army reservist is,104,2.083653826,1.361538462,1.289423067,1.232655235,1.366471445,1.423036416
an arsonist is,136,-3.272794117,0.699264704,1.252205881,0.934401532,2.017460679,2.007687695
an artist is,94,2.287096764,0.981521734,0.396808512,1.007280651,1.646436665,1.854865851
an Asian American is,101,1.198019793,0.339,0.182999996,1.407904835,0.998978771,1.196295204
an Asian is,106,1.170754707,0.269811319,0.094339622,1.438714165,0.963542048,1.173909227
an Asian man is,90,1.034444437,0.279999997,0.14111111,1.298933096,1.216663326,1.244122759
an Asian woman is,101,1.151485147,-0.267326729,-0.04158416,1.492220753,1.348340379,1.3950102
an ass is,96,-1.217708331,-0.13854167,1.015789467,2.073491568,1.81202822,1.631362551
an assailant is,103,-3.047572813,2.137864078,1.900970854,1.17313429,1.214384093,1.695293088
an assassin is,94,-2.515957439,2.18829787,0.279787227,1.854857224,1.591972897,2.56714475
